,Temp,P.Aire.Prom,P.Aire.Max,P.Aire.Min,P.Vapor.Prom,P.Vapor.Max,P.Vapor.Min,Hum.Rel.Prom,Hum.Rel.Max,Hum.Rel.Min,C.Vapor.Prom,C.Vapor.Max,C.Vapor.Min,D.Aire.Prom,D.Aire.Max,D.Aire.Min,D.Vapor.Prom,D.Vapor.Max,D.Vapor.Min,Temp.Prom,Temp.Max,Temp.Min
138,7.31,988.6185714285713,996.16,983.18,8.257142857142854,9.54,7.58,77.47571428571426,92.57,64.25,8.351428571428567,9.59,7.69,1220.675714285715,1230.49,1211.31,214.94571428571422,267.33,121.69,8.102857142857157,10.51,5.68
271,9.22,983.7085714285711,995.11,976.56,11.357142857142858,14.2,9.26,84.35285714285706,94.49,76.76,11.545714285714288,14.54,9.44,1198.8085714285728,1212.79,1169.24,202.86714285714274,255.22,183.62,11.522857142857172,16.25,8.28
1060,9.69,992.2914285714294,996.41,986.56,7.958571428571426,8.89,7.25,85.52142857142856,95.96,66.09,8.019999999999998,8.96,7.3,1234.552857142857,1246.69,1211.49,180.32285714285678,194.42,133.52,6.025714285714314,9.69,3.8
1490,-3.62,982.6157142857144,992.74,971.51,4.452857142857117,5.98,3.12,91.31285714285711,95.81,87.79,4.537142857142844,6.16,3.14,1266.8857142857128,1301.37,1230.18,93.49428571428557,192.16,41.2,-3.368571428571369,1.32,-7.73
1002,13.23,982.6328571428583,990.7,975.38,11.081428571428564,12.82,8.47,72.61285714285707,79.17,69.52,11.289999999999996,13.13,8.56,1189.8971428571429,1214.94,1170.36,193.99285714285676,224.11,125.89,13.355714285714315,16.06,9.69
94,6.59,983.9214285714286,997.3,971.06,6.53857142857143,9.69,4.48,64.86142857142858,72.98,57.59,6.652857142857138,9.98,4.52,1219.9971428571428,1239.64,1182.77,203.10142857142847,241.49,181.14,7.160000000000011,11.86,4.47
949,20.14,987.815714285715,992.04,984.15,14.954285714285714,17.31,11.84,63.31999999999988,76.77,55.71,15.14285714285714,17.59,11.93,1165.017142857143,1183.42,1150.92,174.0228571428568,216.01,125.51,20.5914285714286,23.67,17.6
44,-4.79,984.0971428571429,987.75,979.53,3.2957142857142903,4.13,2.7,82.5828571428571,89.04,73.91,3.349999999999999,4.19,2.76,1280.452857142857,1290.5,1272.06,116.50999999999996,249.63,22.57,-5.757142857142854,-3.68,-7.13
1564,11.22,991.2242857142859,993.88,985.74,9.515714285714255,10.39,6.51,71.23285714285723,85.1,58.1,9.604285714285696,10.48,6.55,1209.1799999999978,1228.86,1187.19,204.9014285714283,257.76,133.78,11.430000000000058,15.0,7.9
682,0.91,999.0014285714295,1006.57,992.25,6.897142857142847,8.51,5.37,91.72857142857131,99.95,79.51,6.910000000000002,8.58,5.34,1258.3742857142877,1277.12,1239.65,134.8242857142854,197.09,80.7,2.7157142857143293,4.78,0.91
577,12.91,987.9942857142863,990.66,983.76,12.279999999999998,13.28,11.12,71.18714285714277,84.44,58.14,12.425714285714283,13.4,11.27,1186.4628571428595,1198.06,1174.82,189.5342857142854,256.42,104.3,15.615714285714322,19.11,12.91
635,15.37,994.9014285714293,1002.44,991.87,11.772857142857132,14.97,9.76,77.89857142857133,85.89,73.2,11.82714285714286,14.93,9.83,1204.5571428571445,1211.12,1196.34,173.21428571428538,227.22,115.16,13.365714285714333,15.95,11.37
1362,15.48,988.198571428572,999.79,972.67,11.484285714285699,13.86,9.19,81.01714285714282,84.51,77.05,11.609999999999998,13.92,9.4,1201.391428571427,1211.87,1189.93,235.97999999999985,258.53,210.82,12.135714285714345,15.48,9.64
1040,7.69,974.430000000001,978.55,965.2,7.8442857142857125,8.98,6.67,80.33428571428566,87.64,68.18,8.052857142857142,9.2,6.82,1209.741428571428,1231.09,1197.57,197.31999999999965,232.41,179.82,6.618571428571459,8.26,3.03
300,5.34,991.9814285714284,1000.31,981.17,6.438571428571423,7.03,5.77,75.19285714285705,84.43,69.65,6.490000000000003,7.17,5.8,1240.122857142859,1254.12,1216.17,214.4685714285712,234.49,195.26,4.857142857142884,7.15,3.77
267,16.25,989.385714285714,995.11,976.56,10.75,14.2,8.44,75.85428571428567,79.34,72.07,10.871428571428572,14.54,8.53,1202.70142857143,1218.26,1169.24,195.08285714285708,221.81,183.62,12.341428571428597,16.25,9.18
1064,1.8,983.2971428571436,993.77,971.59,8.142857142857142,9.57,6.67,86.48142857142855,95.59,66.09,8.282857142857143,9.77,6.87,1222.9414285714283,1246.69,1209.99,165.77428571428536,197.67,55.53,6.088571428571456,9.69,1.8
1622,24.55,988.9585714285716,992.02,984.07,12.867142857142824,18.67,9.63,59.71285714285724,65.94,53.14,13.009999999999977,18.82,9.72,1173.242857142854,1191.14,1152.1,155.84999999999965,205.92,105.66,19.181428571428633,25.0,15.1
1512,5.91,984.3214285714287,989.35,976.01,6.719999999999972,7.32,5.75,73.98571428571431,80.63,64.56,6.827142857142844,7.5,5.87,1226.6614285714265,1244.5,1202.33,201.99285714285696,217.1,190.63,5.697142857142917,8.83,3.19
1702,14.54,987.8485714285713,991.54,981.88,11.258571428571416,12.84,9.35,74.91857142857152,86.41,65.17,11.399999999999988,13.08,9.46,1195.7499999999977,1202.26,1188.66,186.2457142857139,236.1,131.77,13.437142857142936,14.58,12.43
411,1.25,987.1814285714281,997.16,977.13,5.824285714285708,8.46,4.66,82.39142857142848,93.21,77.92,5.901428571428576,8.6,4.67,1247.9728571428582,1269.61,1217.47,168.97857142857112,220.69,111.4,1.8442857142857412,7.44,-0.58
1744,18.15,987.8885714285714,997.57,982.05,12.521428571428558,14.98,10.58,78.17714285714297,86.99,72.71,12.679999999999984,15.21,10.67,1192.569999999998,1210.58,1171.61,173.23142857142824,202.61,138.01,14.094285714285803,18.15,11.62
1721,18.09,991.7728571428571,994.0,989.72,15.227142857142843,17.31,12.26,89.03142857142868,98.08,76.78,15.35571428571427,17.45,12.37,1191.8571428571402,1199.07,1177.93,102.38571428571393,181.15,36.72,15.058571428571513,18.09,13.0
362,-6.1,986.3114285714286,996.78,973.34,4.184285714285709,5.68,2.65,92.36428571428561,99.17,87.39,4.25571428571429,5.84,2.66,1277.714285714287,1316.65,1242.6,125.08857142857107,207.98,27.58,-4.597142857142829,-0.67,-9.66
614,16.11,987.7514285714294,991.49,983.89,13.162857142857137,17.58,9.43,70.11142857142848,77.87,60.71,13.331428571428571,17.87,9.54,1181.8628571428587,1203.93,1157.74,186.27857142857115,225.44,130.04,16.63571428571433,20.99,11.83
1174,0.21,979.6628571428575,988.73,969.5,3.9742857142857106,5.74,3.06,74.88714285714286,92.31,48.85,4.0642857142857185,5.91,3.1,1257.2414285714274,1279.84,1229.48,161.50285714285687,247.78,86.19,-2.0399999999999734,2.29,-6.04
245,12.8,986.4757142857142,992.1,976.18,11.828571428571426,17.08,10.07,80.14999999999993,87.02,73.23,11.998571428571429,17.5,10.26,1196.922857142858,1207.38,1159.79,225.93999999999986,262.11,198.05,12.694285714285739,18.14,9.11
1155,0.31,994.1685714285719,1004.01,984.75,5.32428571428571,6.16,3.6,95.94857142857144,100.0,86.95,5.351428571428577,6.2,3.64,1272.5342857142844,1284.2,1259.27,47.84714285714256,121.8,24.03,-1.5457142857142598,0.31,-5.2
986,11.89,991.5314285714295,998.74,985.78,12.858571428571425,14.83,10.31,67.23428571428562,86.37,50.68,12.974285714285703,15.05,10.35,1183.3371428571434,1207.51,1159.79,202.80999999999963,227.22,165.23,17.431428571428597,22.46,11.89
1246,10.26,979.8271428571435,984.37,974.54,9.988571428571422,11.48,7.76,83.18285714285716,93.47,71.23,10.200000000000003,11.78,7.88,1202.2214285714274,1220.39,1183.2,212.6971428571426,248.08,162.85,9.705714285714318,13.59,7.0
125,5.27,984.0685714285717,990.67,976.17,9.46142857142857,10.91,5.84,77.82714285714282,96.87,57.91,9.618571428571427,11.09,5.91,1206.8142857142866,1229.29,1174.76,118.87999999999991,216.32,40.06,9.938571428571441,16.88,5.27
1292,17.82,994.317142857143,997.25,991.61,13.495714285714282,15.2,12.21,66.51999999999997,70.27,64.45,13.574285714285708,15.25,12.3,1183.6328571428562,1190.12,1176.53,154.18857142857132,199.6,117.87,18.031428571428613,20.49,16.02
1069,2.34,979.1671428571434,986.41,971.59,5.9557142857142855,8.46,4.68,88.69714285714281,95.59,82.99,6.087142857142857,8.66,4.74,1241.122857142857,1265.75,1218.09,183.0742857142853,250.12,55.53,1.0742857142857427,5.18,-2.15
1037,7.9,977.9485714285722,987.88,965.2,6.469999999999999,8.12,4.9,84.57857142857138,93.53,68.18,6.6242857142857146,8.41,4.96,1230.5557142857137,1260.94,1197.57,178.05285714285677,209.75,85.76,3.0771428571428894,7.9,-0.72
757,-1.57,988.7600000000009,997.07,976.67,5.405714285714274,6.17,4.07,81.31142857142844,87.05,76.3,5.472857142857151,6.32,4.09,1253.827142857144,1277.14,1225.01,208.93142857142826,251.98,134.09,1.022857142857188,3.92,-2.02
380,7.67,987.9371428571428,994.84,983.78,7.408571428571422,10.06,4.87,87.69714285714277,97.32,76.85,7.502857142857148,10.21,4.89,1237.5371428571436,1279.17,1208.85,202.26714285714252,220.12,184.5,4.231428571428599,9.88,-2.73
459,8.89,989.8342857142858,994.19,984.78,9.20714285714285,11.31,5.5,69.63285714285706,84.93,60.17,9.301428571428579,11.49,5.57,1208.5885714285725,1229.06,1183.86,202.52857142857118,228.0,183.18,11.257142857142883,15.46,6.63
116,11.95,993.1514285714287,999.29,988.64,6.9085714285714275,9.76,4.68,58.7342857142857,69.74,53.18,6.949999999999997,9.81,4.73,1221.435714285715,1235.93,1205.78,187.12142857142848,261.42,98.88,9.450000000000015,13.88,4.95
1436,1.15,996.1300000000002,1006.86,986.24,6.072857142857119,7.32,4.85,84.4328571428571,91.18,73.34,6.095714285714275,7.32,4.92,1257.65857142857,1280.13,1242.36,209.5871428571427,256.51,128.25,2.150000000000059,4.79,-0.95
1498,5.79,982.6185714285714,987.67,977.04,5.94714285714283,6.99,4.89,83.34428571428568,95.82,72.55,6.054285714285699,7.08,4.98,1240.6871428571412,1254.45,1220.27,177.64571428571415,198.95,145.94,2.1428571428572027,5.79,-0.75
940,21.47,991.4342857142865,1000.71,982.46,15.914285714285715,19.27,10.65,62.42142857142848,75.8,57.9,16.075714285714287,19.61,10.64,1165.1828571428568,1207.53,1141.15,138.00285714285675,200.57,86.78,21.618571428571464,25.83,14.4
1382,6.59,991.9071428571435,1000.22,981.67,10.382857142857121,13.25,7.96,86.5528571428571,96.55,75.16,10.464285714285714,13.25,8.01,1217.4371428571415,1236.2,1198.06,175.00714285714278,218.01,122.4,9.587142857142917,13.62,5.35
509,15.3,992.5471428571431,996.99,989.48,11.891428571428564,15.09,8.88,65.94857142857136,85.75,51.95,11.985714285714295,15.22,8.91,1189.3414285714305,1199.03,1177.92,187.48428571428545,232.51,154.65,16.328571428571458,18.28,15.3
1282,19.45,992.064285714286,1000.52,985.17,14.298571428571426,17.32,10.12,71.15571428571425,81.89,60.06,14.411428571428567,17.31,10.17,1182.1785714285704,1205.06,1168.38,214.47714285714278,237.34,186.0,17.64428571428575,19.55,13.5
1285,19.49,996.6571428571432,1003.4,985.17,15.312857142857139,17.32,13.55,69.70999999999997,77.68,62.53,15.367142857142852,17.31,13.51,1180.3814285714275,1190.29,1168.38,155.8585714285713,237.34,75.1,19.30857142857147,19.55,18.83
1045,6.91,984.9471428571436,993.49,975.26,8.058571428571428,8.98,7.06,78.8514285714285,82.77,74.29,8.182857142857143,9.2,7.15,1219.8428571428572,1234.87,1204.75,208.15714285714253,232.41,186.3,7.262857142857174,8.37,4.7
735,3.26,981.2571428571437,986.35,963.78,6.989999999999987,9.58,5.8,80.19142857142847,87.81,67.31,7.124285714285721,9.72,5.9,1226.885714285716,1246.75,1211.73,220.0771428571425,249.03,194.01,4.747142857142903,8.32,1.71
416,-6.38,984.2171428571426,993.55,975.93,4.7542857142857065,5.96,2.97,84.44142857142847,95.21,74.23,4.834285714285719,6.05,2.99,1259.1457142857155,1295.94,1231.19,89.27428571428537,172.89,29.01,-1.299999999999973,2.43,-6.38
1146,0.02,994.0542857142862,997.15,988.09,5.138571428571424,6.28,4.25,86.42999999999999,93.38,77.25,5.170000000000002,6.31,4.27,1267.4128571428562,1280.98,1257.4,139.42857142857116,172.13,46.36,-0.4528571428571174,1.35,-2.72
373,7.69,986.3799999999999,994.24,975.79,5.571428571428565,8.95,2.93,85.0214285714285,92.95,80.72,5.657142857142863,9.12,2.96,1255.9100000000012,1292.59,1214.34,199.93857142857107,260.42,169.69,-0.008571428571400308,7.69,-7.2
811,9.63,998.5800000000007,1007.87,988.54,6.8157142857142725,8.08,5.24,61.402857142857094,69.34,52.9,6.827142857142862,8.02,5.2,1229.9242857142865,1253.16,1203.13,196.09142857142817,241.04,112.24,9.074285714285756,12.8,6.18
1735,17.22,996.732857142857,1001.52,989.69,13.278571428571414,16.03,9.47,81.3857142857144,85.37,76.44,13.31714285714284,16.05,9.57,1201.8928571428548,1217.2,1185.06,202.1785714285711,230.09,175.25,14.342857142857232,18.28,9.39
390,0.93,996.9799999999998,1005.09,981.78,5.177142857142852,5.98,4.12,87.41999999999993,93.97,80.86,5.197142857142863,6.0,4.11,1271.552857142858,1290.05,1245.09,194.17999999999964,250.82,110.71,-0.5399999999999732,1.17,-2.44
206,15.58,988.9742857142855,997.16,982.88,14.159999999999993,18.46,9.34,64.51285714285707,91.62,52.6,14.32428571428572,18.67,9.45,1171.4514285714286,1188.37,1141.6,189.82142857142844,262.41,122.98,19.450000000000024,25.1,15.58
1664,22.52,990.4271428571429,995.01,982.98,16.678571428571406,20.79,14.96,62.23428571428584,77.93,52.07,16.84714285714284,21.15,15.05,1158.2671428571398,1170.95,1139.63,146.8328571428568,201.69,97.96,22.91142857142864,25.96,20.66
71,2.52,995.7571428571428,1003.79,988.85,3.7914285714285785,5.54,2.68,73.30857142857143,80.41,60.4,3.8114285714285687,5.58,2.68,1279.9957142857145,1300.42,1250.46,118.93714285714283,255.08,46.75,-2.4885714285714244,2.52,-5.59
1723,16.15,991.082857142857,994.0,987.27,15.997142857142844,17.31,14.65,88.96714285714297,98.08,77.65,16.139999999999983,17.45,14.8,1186.9442857142833,1197.42,1177.93,98.3928571428568,147.35,36.72,15.975714285714373,18.09,13.38
1058,3.8,991.5914285714292,996.41,986.87,7.461428571428569,8.89,5.43,88.54857142857138,95.96,83.24,7.52142857142857,8.96,5.5,1241.0042857142855,1251.59,1232.16,180.22285714285678,191.02,133.52,4.4257142857143155,5.86,0.99
1093,1.67,983.794285714286,997.57,976.76,8.134285714285713,10.01,6.04,84.75999999999996,95.52,69.64,8.274285714285714,10.2,6.06,1222.9171428571426,1261.65,1197.45,187.41714285714255,207.07,156.15,6.280000000000029,10.09,1.67
873,22.32,984.7014285714296,994.42,974.44,10.19142857142856,14.43,6.0,54.79999999999992,69.11,45.55,10.368571428571439,14.71,6.04,1182.0414285714287,1225.0,1148.61,160.58999999999952,267.61,103.55,16.105714285714324,22.32,8.4
278,12.81,987.4457142857142,993.11,981.07,10.738571428571428,12.5,8.71,82.84857142857138,87.53,79.35,10.877142857142857,12.72,8.78,1206.7471428571448,1225.27,1191.28,163.45428571428553,184.59,111.03,10.760000000000028,13.2,8.18
1528,5.53,988.954285714286,1006.0,969.2,6.861428571428543,7.46,6.06,81.88857142857147,87.41,75.34,6.934285714285699,7.42,6.26,1237.362857142855,1254.16,1213.82,163.05428571428556,202.4,137.09,4.580000000000061,5.53,3.57
388,-1.06,999.4557142857142,1005.09,995.72,5.505714285714281,7.57,4.12,86.44142857142849,92.33,80.86,5.512857142857149,7.6,4.11,1270.6642857142867,1290.05,1240.1,179.40714285714247,250.82,110.71,0.3200000000000268,5.75,-2.44
683,-0.61,1000.1871428571438,1006.57,993.28,6.434285714285704,7.99,5.27,90.52714285714274,99.95,79.51,6.4371428571428595,8.05,5.27,1263.6471428571447,1277.12,1243.59,142.04714285714255,197.09,80.7,1.945714285714329,4.28,-0.61
244,11.81,985.2899999999998,992.1,976.18,12.439999999999998,17.08,10.07,79.89857142857136,87.02,73.23,12.635714285714288,17.5,10.26,1192.3100000000009,1207.38,1159.79,223.70142857142847,262.11,198.05,13.40571428571431,18.14,9.11
1232,17.55,983.4600000000004,988.63,971.95,10.851428571428567,14.29,9.0,71.58714285714288,78.98,61.72,11.045714285714286,14.71,9.11,1190.8271428571413,1215.41,1158.47,189.22714285714264,231.09,112.57,13.43285714285717,17.55,9.24
1067,-0.41,980.1242857142863,986.41,971.59,6.935714285714285,9.57,4.68,89.98142857142854,95.59,84.95,7.080000000000001,9.77,4.74,1234.3885714285711,1265.75,1209.99,177.25142857142822,250.12,55.53,2.765714285714314,7.83,-2.15
547,11.18,993.2800000000003,996.86,987.96,12.968571428571426,15.0,10.43,69.84714285714279,79.64,56.35,13.058571428571428,15.06,10.5,1187.9114285714306,1211.57,1164.01,186.75428571428532,248.94,112.31,16.801428571428605,21.57,11.18
484,14.12,989.217142857143,993.24,985.71,9.587142857142847,11.12,7.85,68.73285714285707,86.36,49.3,9.694285714285723,11.26,7.93,1202.1800000000017,1220.19,1184.82,90.85571428571396,121.8,56.29,12.512857142857175,15.76,8.91
1109,-4.39,991.721428571429,1000.2,983.36,6.229999999999999,8.36,3.83,88.3185714285714,95.11,79.64,6.2771428571428585,8.36,3.86,1255.9899999999996,1282.65,1236.17,202.30285714285688,262.46,106.92,1.3071428571428836,5.41,-4.39
1357,10.43,982.5514285714291,992.26,972.67,12.001428571428557,14.21,9.19,84.26571428571425,90.19,78.17,12.205714285714283,14.39,9.4,1194.0999999999985,1203.25,1185.0,214.322857142857,227.14,186.0,12.178571428571486,13.95,9.64
1581,13.87,986.4571428571429,993.22,979.94,12.35142857142854,13.56,10.64,79.40571428571437,92.6,69.97,12.521428571428554,13.8,10.73,1191.8414285714261,1203.09,1182.39,117.45428571428543,170.17,40.39,13.854285714285771,15.68,12.65
1296,21.43,995.524285714286,996.49,994.48,14.068571428571426,15.89,12.8,64.03428571428569,70.27,59.07,14.134285714285708,15.95,12.86,1179.2171428571414,1186.32,1169.51,124.41999999999989,180.21,98.72,19.430000000000042,21.43,17.57
1740,12.22,996.952857142857,1001.71,990.27,13.471428571428557,16.03,10.58,82.26857142857156,87.0,76.44,13.507142857142842,16.05,10.67,1201.5528571428547,1210.58,1185.06,168.86285714285683,209.93,138.01,14.467142857142946,18.28,11.62
194,22.67,990.9114285714286,996.13,985.52,16.604285714285712,20.35,11.42,58.422857142857076,70.43,51.94,16.768571428571427,20.63,11.47,1155.418571428571,1189.99,1138.13,162.4985714285712,187.29,128.22,23.84714285714288,27.67,17.26
558,19.77,987.6728571428577,992.16,983.15,14.579999999999998,16.01,13.45,66.80714285714282,72.78,59.94,14.761428571428569,16.16,13.6,1169.1800000000019,1177.56,1161.95,188.06999999999962,217.88,140.8,19.547142857142887,21.08,18.09
687,2.38,1000.4028571428581,1006.57,996.48,5.371428571428561,6.61,4.82,90.20571428571417,98.73,79.51,5.36857142857143,6.62,4.83,1274.9942857142876,1284.97,1258.07,156.81571428571394,222.99,85.16,-0.34285714285709945,2.38,-3.04
1520,4.47,988.8414285714287,995.92,978.9,6.387142857142828,7.79,5.58,71.01857142857145,79.24,62.77,6.459999999999986,7.88,5.63,1232.2885714285696,1246.9,1225.25,189.3099999999999,196.02,176.17,5.744285714285775,7.49,4.44
1381,5.35,992.5028571428578,1000.22,981.67,11.162857142857122,13.42,8.68,88.6528571428571,97.16,75.16,11.242857142857144,13.46,8.75,1214.611428571427,1236.2,1198.06,162.20857142857133,218.01,97.53,10.3228571428572,13.62,5.35
991,15.66,987.8942857142866,990.06,985.78,11.621428571428567,14.83,9.19,72.89999999999993,86.37,69.32,11.765714285714278,15.05,9.29,1192.5700000000002,1206.71,1169.14,207.56142857142822,250.75,181.68,14.210000000000024,18.98,11.52
322,3.34,980.4542857142858,991.93,968.03,8.808571428571424,11.9,6.96,83.7942857142856,97.68,66.09,8.99,12.24,7.06,1212.442857142859,1247.38,1174.07,132.41714285714258,211.3,25.8,7.70428571428574,13.78,2.14
220,17.02,986.7571428571428,990.05,981.59,14.675714285714282,17.35,12.7,78.9871428571428,92.62,70.17,14.871428571428575,17.57,12.91,1179.925714285715,1191.81,1170.29,206.36999999999983,237.57,175.64,16.57285714285717,18.83,14.04
1153,0.0,991.9428571428576,1002.39,984.75,4.797142857142854,6.16,3.6,92.24142857142859,100.0,83.4,4.834285714285719,6.2,3.64,1274.169999999999,1286.96,1259.27,38.91142857142827,63.62,24.03,-2.44571428571426,0.17,-5.2
1620,20.97,989.3714285714289,993.64,984.07,10.809999999999965,12.92,9.0,61.7742857142858,69.02,54.4,10.93142857142855,13.05,9.06,1187.40714285714,1204.21,1167.32,150.64714285714248,205.92,97.92,16.00000000000006,20.97,13.36
1160,4.78,996.064285714286,1004.01,985.86,5.407142857142853,6.1,5.04,81.7057142857143,97.65,60.38,5.427142857142861,6.1,5.11,1261.334285714284,1280.31,1233.65,173.39428571428542,238.96,35.79,1.4142857142857401,4.78,-0.56
880,17.48,992.9542857142866,998.71,986.09,11.64999999999999,15.04,8.97,56.01857142857133,62.32,49.37,11.735714285714295,15.16,8.98,1181.294285714286,1197.78,1160.86,105.02999999999953,231.85,48.39,18.4271428571429,22.96,16.34
666,10.43,991.5371428571437,998.66,982.72,8.02285714285713,9.99,5.7,80.60571428571419,90.8,74.7,8.094285714285716,10.02,5.7,1230.2228571428589,1261.23,1215.25,161.9628571428568,185.75,117.08,6.834285714285755,10.43,2.17
1121,-7.12,980.3685714285721,992.39,972.67,3.191428571428568,3.4,3.0,86.95142857142856,90.24,84.81,3.2571428571428593,3.47,3.07,1280.629999999999,1297.91,1268.55,59.54285714285686,127.43,32.08,-6.8042857142856885,-6.07,-7.46
537,16.81,985.8628571428575,990.49,979.54,12.931428571428569,15.72,10.14,71.36857142857136,83.08,59.14,13.114285714285717,15.92,10.31,1181.368571428573,1193.74,1170.06,209.82571428571393,224.54,189.8,16.152857142857176,18.87,13.37
261,9.18,988.8428571428568,996.53,982.73,11.199999999999994,13.39,8.44,76.63999999999996,83.98,71.71,11.324285714285717,13.49,8.53,1200.270000000001,1218.1,1187.44,219.56142857142842,240.1,193.84,12.647142857142882,15.55,9.18
36,-0.01,982.5157142857141,988.4,976.02,4.5714285714285765,5.53,3.45,80.7142857142857,86.83,75.26,4.649999999999999,5.6,3.54,1256.5242857142857,1264.85,1246.67,190.91142857142856,235.56,113.08,-1.2199999999999966,0.38,-4.69
668,10.41,991.8357142857152,998.79,982.72,9.387142857142846,11.28,7.88,83.00857142857134,90.8,74.7,9.462857142857144,11.33,7.98,1221.2500000000018,1230.52,1215.25,161.26142857142824,185.75,117.08,8.787142857142898,10.43,6.76
1404,8.96,984.9628571428576,998.11,967.28,8.505714285714266,11.54,6.48,75.17428571428566,81.93,62.06,8.645714285714275,11.79,6.49,1213.664285714284,1249.3,1190.19,198.15142857142857,218.91,166.71,8.707142857142918,12.0,4.56
236,17.41,987.6342857142855,995.74,980.08,15.21428571428571,18.58,12.34,73.77857142857135,85.0,66.55,15.410000000000005,18.96,12.48,1174.0028571428575,1186.95,1160.26,208.54285714285712,234.79,189.0,18.27000000000002,21.3,15.84
907,14.55,989.8885714285722,996.09,985.98,14.082857142857138,18.14,11.57,74.62714285714273,94.7,62.07,14.232857142857155,18.38,11.62,1182.6499999999994,1190.73,1173.92,156.58428571428522,238.22,52.96,16.890000000000036,19.64,14.55
163,13.76,982.9200000000001,988.6,980.03,14.722857142857139,18.87,10.34,66.28999999999995,75.16,61.12,14.988571428571422,19.26,10.46,1164.4942857142864,1195.62,1143.13,181.27428571428558,241.09,119.23,19.30714285714288,23.37,13.76
1445,3.05,1002.588571428572,1007.79,998.36,7.202857142857119,9.78,5.78,92.15999999999998,99.27,80.84,7.181428571428563,9.7,5.78,1260.4514285714279,1272.95,1234.33,197.6385714285713,242.17,184.93,3.222857142857202,7.86,-0.06
391,0.06,994.672857142857,1005.09,981.78,5.077142857142852,5.96,4.12,86.89285714285707,93.97,80.86,5.110000000000006,6.0,4.11,1269.395714285715,1290.05,1245.09,184.00571428571394,246.35,110.71,-0.6985714285714018,0.93,-2.44
1175,0.19,979.6757142857148,988.73,969.5,4.334285714285711,5.74,3.06,76.32142857142857,92.31,48.85,4.432857142857148,5.91,3.1,1252.9271428571415,1279.84,1229.48,159.15285714285687,247.78,69.74,-1.1499999999999733,2.29,-5.86
386,-2.18,998.4142857142858,1005.09,994.1,6.361428571428567,8.06,4.21,84.38999999999994,92.33,76.85,6.375714285714291,8.11,4.19,1258.0900000000006,1290.05,1229.39,181.47999999999965,250.82,110.71,2.695714285714313,7.67,-2.18
1273,11.43,990.5257142857148,998.09,984.77,13.94285714285714,22.74,9.48,71.37999999999997,84.15,63.76,14.089999999999995,23.09,9.5,1183.7042857142847,1217.4,1146.66,217.89285714285697,257.52,141.64,16.895714285714323,23.46,11.43
727,4.69,999.2114285714295,1007.92,991.48,7.4899999999999896,8.89,6.44,85.70714285714276,94.35,80.96,7.492857142857149,8.95,6.42,1248.1957142857161,1260.29,1233.18,197.4257142857139,235.49,176.69,4.931428571428616,7.15,2.54
870,18.2,990.8314285714297,1002.72,982.78,7.437142857142847,11.07,6.0,57.9514285714285,69.11,45.55,7.512857142857151,11.23,6.04,1212.0,1242.73,1173.58,185.44857142857092,267.61,120.83,10.930000000000039,18.2,7.25
270,8.28,984.7114285714281,995.11,976.56,11.370000000000001,14.2,9.26,81.8314285714285,91.17,76.76,11.547142857142859,14.54,9.44,1197.9214285714297,1210.62,1169.24,201.96285714285705,255.22,183.62,12.0314285714286,16.25,8.28
881,16.33,992.6142857142867,998.71,986.09,11.102857142857134,13.03,8.97,56.888571428571325,62.32,49.37,11.188571428571437,13.05,8.98,1184.9357142857145,1197.78,1174.61,119.34285714285667,231.85,48.39,17.48000000000004,19.43,16.33
793,6.44,996.8885714285723,1000.05,993.8,8.499999999999988,11.21,5.78,84.33714285714281,90.45,76.51,8.527142857142865,11.23,5.8,1236.8071428571432,1257.54,1220.87,193.4771428571424,231.32,107.31,6.765714285714326,10.33,2.56
107,10.17,990.71,994.47,986.8,7.165714285714286,7.97,5.8,75.55999999999997,90.61,58.31,7.235714285714281,8.04,5.84,1230.2771428571432,1238.98,1210.87,104.22714285714274,176.48,24.86,6.664285714285725,10.17,4.52
19,-0.36,991.8771428571426,996.36,984.73,5.26714285714286,6.22,4.19,89.23428571428573,96.31,84.09,5.308571428571428,6.25,4.21,1265.3600000000004,1279.46,1254.34,170.54285714285717,215.81,77.9,-0.6257142857142838,2.15,-2.76
1367,8.34,991.5528571428579,999.79,985.51,11.535714285714269,13.86,8.05,79.57999999999996,83.07,74.74,11.634285714285712,13.92,8.14,1204.5542857142843,1226.39,1187.67,182.59857142857132,258.53,125.47,12.407142857142917,15.48,7.8
74,2.43,992.0457142857142,997.06,988.85,4.850000000000008,5.85,3.01,74.54857142857142,80.41,60.4,4.891428571428569,5.91,3.02,1260.1114285714286,1282.85,1243.85,189.22285714285712,255.08,46.75,0.6285714285714332,3.47,-3.76
1094,6.56,984.2128571428575,997.57,976.76,8.242857142857144,10.01,6.04,82.1885714285714,94.2,69.64,8.381428571428572,10.2,6.06,1220.4371428571426,1261.65,1197.45,188.89999999999966,207.07,156.15,6.937142857142886,10.09,1.67
1193,2.06,987.7057142857149,993.21,983.51,4.798571428571425,5.75,4.03,77.72,91.39,69.38,4.855714285714289,5.8,4.09,1256.292857142856,1262.76,1249.29,80.55999999999969,153.81,47.18,0.23000000000002635,2.06,-0.66
1240,7.0,982.3585714285721,984.37,981.06,10.035714285714281,13.08,7.48,76.41428571428573,83.85,67.74,10.217142857142859,13.33,7.63,1200.1699999999987,1220.39,1185.54,189.62428571428555,241.58,90.46,10.925714285714315,13.74,7.0
